iter	Passed	Remaining
579	32388	23453
580	32441	23396
581	32495	23338
582	32553	23284
583	32613	23231
584	32671	23177
585	32728	23121
586	32783	23065
587	32841	23011
588	32897	22955
589	32950	22898
590	33009	22843
591	33058	22783
592	33107	22723
593	33163	22667
594	33212	22607
595	33268	22551
596	33323	22494
597	33376	22437
598	33431	22380
599	33490	22327
600	33546	22271
601	33604	22216
602	33662	22162
603	33718	22106
604	33769	22047
605	33824	21991
606	33880	21935
607	33937	21880
608	33990	21823
609	34045	21767
610	34104	21712
611	34162	21658
612	34213	21599
613	34270	21544
614	34322	21486
615	34373	21427
616	34431	21373
617	34489	21318
618	34547	21264
619	34600	21206
620	34657	21151
621	34713	21095
622	34763	21036
623	34819	20980
624	34877	20926
625	34932	20870
626	34987	20814
627	35045	20759
628	35102	20704
629	35152	20645
630	35207	20588
631	35260	20531
632	35314	20474
633	35373	20420
634	35430	20365
635	35488	20311
636	35536	20251
637	35590	20194
638	35637	20133
639	35696	20079
640	35751	20023
641	35808	19968
642	35865	19912
643	35922	19857
644	35978	19801
645	36029	19743
646	36087	19689
647	36143	19633
648	36199	19577
649	36257	19523
650	36313	19467
651	36365	19409
652	36421	19354
653	36479	19299
654	36532	19242
655	36586	19185
656	36640	19128
657	36688	19069
658	36736	19009
659	36793	18954
660	36850	18899
661	36907	18843
662	36958	18785
663	37009	18727
664	37064	18671
665	37115	18613
666	37169	18556
667	37221	18499
668	37278	18443
669	37337	18389
670	37394	18335
671	37452	18280
672	37508	18224
673	37568	18171
674	37623	18115
675	37671	18055
676	37724	17998
677	37776	17941
678	37831	17884
679	37882	17826
680	37938	17771
681	37991	17714
682	38043	17657
683	38094	17599
684	38148	17542
685	38205	17487
686	38259	17431
687	38310	17373
688	38368	17318
689	38425	17263
690	38480	17207
691	38537	17152
692	38590	17095
693	38640	17037
694	38695	16981
695	38754	16927
696	38810	16871
697	38866	16816
698	38918	16758
699	38975	16703
700	39030	16647
701	39081	16590
702	39136	16534
703	39195	16480
704	39245	16421
705	39299	16365
706	39352	16308
707	39409	16253
708	39464	16197
709	39516	16140
710	39568	16083
711	39621	16026
712	39679	15971
713	39726	15912
714	39777	15855
715	39828	15797
716	39880	15740
717	39935	15685
718	39990	15629
719	40047	15574
720	40098	15516
721	40151	15460
722	40200	15401
723	40248	15343
724	40300	15286
725	40356	15230
726	40405	15172
727	40466	15119
728	40516	15061
729	40569	15005
730	40624	14949
731	40672	14891
732	40729	14836
733	40781	14779
734	40838	14723
735	40885	14665
736	40947	14612
737	41001	14556
738	41056	14500
739	41113	14445
740	41167	14389
741	41224	14334
742	41273	14276
743	41331	14221
744	41379	14163
745	41427	14105
746	41484	14050
747	41535	13993
748	41592	13938
749	41644	13881
750	41703	13827
751	41759	13771
752	41812	13715
753	41864	13658
754	41921	13603
755	41969	13545
756	42018	13488
757	42067	13430
758	42116	13372
759	42172	13317
760	42231	13263
761	42286	13207
762	42343	13152
763	42400	13097
764	42453	13041
765	42501	12983
766	42555	12927
767	42615	12873
768	42667	12816
769	42717	12759
770	42775	12705
771	42830	12649
772	42883	12593
773	42930	12535
774	42987	12480
775	43041	12424
776	43090	12366
777	43139	12309
778	43195	12254
779	43250	12198
780	43310	12144
781	43365	12089
782	43418	12032
783	43477	11978
784	43533	11923
785	43586	11867
786	43646	11812
787	43701	11757
788	43755	11701
789	43802	11643
790	43860	11589
791	43918	11534
792	43971	11478
793	44026	11422
794	44077	11365
795	44126	11308
796	44183	11253
797	44240	11198
798	44294	11143
799	44346	11086
800	44401	11031
801	44454	10974
802	44500	10917
803	44557	10862
804	44613	10807
805	44665	10750
806	44722	10695
807	44772	10638
808	44827	10583
809	44879	10527
810	44927	10470
811	44983	10414
812	45041	10360
813	45103	10306
814	45163	10251
815	45214	10195
816	45274	10141
817	45332	10086
818	45387	10030
819	45447	9976
820	45503	9921
821	45560	9865
822	45617	9810
823	45675	9756
824	45732	9700
825	45792	9646
826	45852	9591
827	45905	9535
828	45953	9478
829	46010	9423
830	46067	9368
831	46125	9313
832	46181	9258
833	46236	9202
834	46287	9146
835	46341	9090
836	46397	9035
837	46455	8980
838	46509	8925
839	46564	8869
840	46619	8813
841	46675	8758
842	46733	8703
843	46785	8647
844	46833	8590
845	46880	8533
846	46932	8477
847	46987	8422
848	47048	8367
849	47109	8313
850	47165	8258
851	47218	8202
852	47269	8146
853	47328	8091
854	47388	8036
855	47440	7980
856	47494	7925
857	47547	7869
858	47604	7813
859	47657	7758
860	47708	7702
861	47757	7645
862	47813	7590
863	47868	7534
864	47922	7479
865	47977	7423
866	48035	7368
867	48089	7313
868	48140	7257
869	48196	7201
870	48246	7145
871	48301	7090
872	48352	7034
873	48410	6979
874	48461	6923
875	48512	6867
876	48570	6812
877	48628	6756
878	48687	6702
879	48743	6646
880	48794	6590
881	48852	6535
882	48913	6481
883	48967	6425
884	49024	6370
885	49078	6314
886	49133	6259
887	49190	6204
888	49239	6147
889	49292	6092
890	49344	6036
891	49401	5981
892	49454	5925
893	49510	5870
894	49569	5815
895	49624	5759
896	49676	5704
897	49726	5648
898	49781	5592
899	49834	5537
900	49888	5481
901	49943	5426
902	49994	5370
903	50046	5314
904	50101	5259
905	50158	5204
906	50209	5148
907	50264	5092
908	50318	5037
909	50374	4982
910	50428	4926
911	50481	4871
912	50535	4815
913	50590	4760
914	50650	4705
915	50705	4649
916	50761	4594
917	50815	4539
918	50875	4484
919	50929	4428
920	50986	4373
921	51036	4317
922	51092	4262
923	51144	4206
924	51199	4151
925	51252	4095
926	51302	4039
927	51354	3984
928	51407	3928
929	51458	3873
930	51512	3817
931	51564	3762
932	51620	3706
933	51674	3651
934	51730	3596
935	51782	3540
936	51836	3485
937	51890	3429
938	51941	3374
939	51993	3318
940	52044	3263
941	52101	3207
942	52154	3152
943	52208	3097
944	52264	3041
945	52318	2986
946	52370	2930
947	52424	2875
948	52480	2820
949	52536	2765
950	52588	2709
951	52642	2654
952	52697	2598
953	52749	2543
954	52805	2488
955	52859	2432
956	52911	2377
957	52970	2322
958	53020	2266
959	53070	2211
960	53130	2156
961	53187	2100
962	53240	2045
963	53300	1990
964	53354	1935
965	53407	1879
966	53463	1824
967	53516	1769
968	53567	1713
969	53624	1658
970	53686	1603
971	53738	1548
972	53790	1492
973	53845	1437
974	53899	1382
975	53953	1326
976	54007	1271
977	54060	1216
978	54116	1160
979	54172	1105
980	54226	1050
981	54282	994
982	54340	939
983	54395	884
984	54450	829
985	54501	773
986	54559	718
987	54612	663
988	54667	608
989	54721	552
990	54776	497
991	54826	442
992	54881	386
993	54933	331
994	54980	276
995	55034	221
996	55093	165
997	55145	110
998	55202	55
999	55255	0
