iter	Logloss
1506	0.04295000931
1507	0.04291544358
1508	0.04288326204
1509	0.04285538693
1510	0.04281933109
1511	0.04278371235
1512	0.04274977247
1513	0.04272457957
1514	0.04268941283
1515	0.04265322785
1516	0.04262152314
1517	0.04259357353
1518	0.04256216685
1519	0.04252718886
1520	0.04248694579
1521	0.04246001442
1522	0.04243010283
1523	0.04239221414
1524	0.04236484071
1525	0.04232556621
1526	0.04229848584
1527	0.0422694236
1528	0.0422364225
1529	0.04219791293
1530	0.04216374954
1531	0.04212560256
1532	0.04210214814
1533	0.04207035402
1534	0.04203820229
1535	0.04200281203
1536	0.04196253916
1537	0.04192872345
1538	0.04190255205
1539	0.0418647478
1540	0.04183596373
1541	0.04180335502
1542	0.0417812417
1543	0.04173736274
1544	0.04170256853
1545	0.04167483747
1546	0.04164839784
1547	0.04161167641
1548	0.04157978048
1549	0.04154857
1550	0.04151684046
1551	0.04148029039
1552	0.04144755999
1553	0.04141191393
1554	0.04138208926
1555	0.04134847472
1556	0.04131526997
1557	0.04128404458
1558	0.04126074662
1559	0.04123524576
1560	0.0412108774
1561	0.04118693123
1562	0.04115596165
1563	0.04112356404
1564	0.04109614839
1565	0.0410634925
1566	0.04103285323
1567	0.04099714756
1568	0.04096797109
1569	0.0409317265
1570	0.04089939346
1571	0.04086556037
1572	0.04083120326
1573	0.04079457124
1574	0.04076162477
1575	0.04071836422
1576	0.04068478445
1577	0.04065855344
1578	0.04062877844
1579	0.040596808
1580	0.04056614886
1581	0.04053519169
1582	0.04050643742
1583	0.04047489911
